index,label,text
3247,0,the fact an officer would threaten to throw mother in squad car lamenting over her dying child wicked absurd url
3248,0,user do you not work at the dirty bird no more
3249,1,user user user for having union representation for decades teachers pay still sucks and is shorted by dues
3250,0,and here we gooooo lol calledit bandwagon houseisafeeling educate yourself kids url url
3251,0,been about you and still about you
3252,0,wondering weather to have few drinks tonight or not santaclaus wrappedgift wrappedgift christmastree
3253,1,going to watch movie about murder merry christmas
3254,1,and after being up for over hours finally getting some freaking sleep happyholidays alwaysworking
3255,1,obviously my day is going to go fantastically well
3256,1,user there is no way you could mean that no track record whatsoever
3257,1,casual stroll with lauralobaugh rochester funinthesun user key west islands florida url
3258,0,coffee and prioritizing the mess that is me trying to be grown but clearly am
3259,0,lol actually all are but use just for email user user user user user
3260,0,christmas is less than week away wtaf
3261,1,making pair of lungs out of all the tobacco boxes ve collected for my sculpture project url
3262,0,user user but at big guy like sephora or jcpenny is killer
3263,0,what is slower than pakistan batting ptcl evo pakvnz
3264,0,ve completed day of the day ab challenge workout join me and download the app at url
3265,1,soon stop wtf and omg are deff my fav things to hear
3266,0,user merry christmas to all at topspin monkeys hope you have great holidays and are ready to train for the new years
3267,0,how much more stupid can people get url
3268,0,difficult and happy in life should be enjoyed because life comes just once so he went so he will not be back so ez
3269,0,what difference years makes bestfriends changed one bit user url
3270,0,ll let you and bb know how get on xx
3271,0,user definitely consult tax professional on that one
3272,0,free dating and relationships books url greenliving
3273,1,fact startrek adult onesie meets clothing requirements walmart employee just put on yr vest smile url
3274,0,user depends who you mean by you cause everyone is different
3275,1,today is just starting out fabulous
3276,0,who wanna hit the slopes url
3277,0,be blessed friends merry christmas to all
3278,0,colleague just told me that her uncle was duped in acid by saddam hussein thugs your usual office banter
3279,0,kiwi heineken drinking steinlager pure by new zealand breweries limited user raglan golf club url photo
3280,0,it funny to think that there are literally books out there for whatever you want to do in life be url
3281,1,this is great time for me not to be feeling well unamusedface
3282,1,user because it much more important to unilaterally remove restrictions on oil and gas sector
3283,0,have so much to do before tomorrow so think maybe ll take nap
3284,0,user product of aaron rodgers eric decker was pretty good last year too it situational when jordy cashes in he ll be non factor
3285,1,how did miss that there was taken
3286,1,what pleasant way for minneapolis most prestigious publication to describe its female audience url
3287,1,wow just can wait for all the newyearnewme posts
3288,1,that moment you drop your phone right after your kid gives you case for xmas but before it actually opened and put to use
3289,0,you user do not represent all blacks in fact most reject you user user user user
3290,1,fell asleep posting my last post
3291,0,guess dreaming how else am able to visit this site guess they won let prisoner have phone right
3292,0,user how do give feedback on some food ve just happy
3293,0,user damnit dude ll see you when get back though
3294,1,user lol apparently leave big impression
3295,0,find sxy lov on your mobile url twink engine goldenkrust
3296,1,muslimapologies tweets that explain what muslims should be sorry for url
3297,0,user yeah did because it didn show the convo and stuff was gonna text it you but no
3298,0,user at am who gonna favourite it an owl
3299,0,wasn the playoff supposed to make this process easier ncaa
3300,0,same as what whoopi said about rape of yo by roman polanski not rape rape she was drugged url via user
3301,1,user those who failed to develop hair on their bald hear are talking abr development
3302,1,so glad work mornings now
3303,1,preparing some sample answers for the rehearsal exam qs for digital media with google drive so technologically advanced
3304,0,casual meal with mate didn turn out as expected disappointed
3305,1,lucky ve finished all my coursework revised super hard and feel super healthy two words loving life
3306,1,hahahhaha that really made me jelouse
3307,1,user user user trying to decide if that cover says lonely widower or not
3308,1,just another day as lovely comcast subscriber neverworks user user user url
3309,0,user iv not even started wearyface think just going to get the parents and babies something the fam is multiplying too quickly pensiveface
3310,0,happy young chap ashamed of my god and my savior spreading the word of god life of christ successful entrepreneur mindofgod
3311,1,mondays are fine it your life that sucks it the first day of class and you see that ugh face ursulaonamonday wow
3312,1,glad to just find out we had quiz due yesterday and didn even know thanks for the notification blackboard
3313,0,new england over new york jets pittsburgh over kansas city carolina over cleveland
3314,0,gurumantra for success entrepreneur startup url
3315,0,wow seriously dying here see no evilmonkey see no evilmonkey
